Catalog Number,Kind of Object,Scientific Name,Family,Phylum,Class,Order,Identified By,Date Identified,Current Identification,Other Identifications,Type Status,Type Citations,Kind of Voucher,Classification,Common Name,Collection Name,Specimen Count,Sex and Stage,Preparation,Station Number,Collector(s),Date Collected,Collection Method,Ocean,Sea/Gulf,Bay/Sound,Country,Province/State,District/County,City/Town,Precise Locality,Centroid Latitude,Centroid Longitude,Elevation (m),Expedition Name,Vessel,Cruise,River Basin,Microhabitat Description,Depth (m),Depth Notes,Geologic Age,Notes,Field Number(s),GenBank Numbers,Other Numbers (Type : Value),Accession Number,Genetic Sample Type,Biorepository Number,Specimen Voucher Number,Bold ID,Preservation Method,Embargo?,Depleted?,Record Last Modified,EZID
USNM 1092711,Specimen/Lot,Acanthogorgia sp.,Acanthogorgiidae,Cnidaria,Anthozoa,Gorgonacea,"Cairns, Stephen D., Smithsonian Institution, National Museum of Natural History",,Acanthogorgia sp. : Acanthogorgiidae : Gorgonacea : Anthozoa : Cnidaria,,,,,"Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Acanthogorgiidae",Octocorals,USAP project; Sub Antarctic collection,1,,Alcohol (Ethanol),1603,University of Southern California,4/2/70,Trawl - Blake,South Pacific Ocean,,,Chile,Magallanes y Antartica Chilena,,,"Strait Of Magellan, Clarence Island",-53.842,-71.642,,USAP,Eltanin R/V,23,,,269.00,,,,USARP/EL/23/1603/USC,,removed from : 98210,,,,,,,,,2/22/17 15:19,http://n2t.net/ark:/65665/3f5595d09-8f88-492b-81eb-b58011b5fd6b
USNM 1092746,Specimen/Lot,Acanthogorgia sp.,Acanthogorgiidae,Cnidaria,Anthozoa,Gorgonacea,"Coffer, Timothy E., Smithsonian Institution, National Museum of Natural History",10-Aug-10,Acanthogorgia sp. : Acanthogorgiidae : Gorgonacea : Anthozoa : Cnidaria,,,,,"Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Acanthogorgiidae",Octocorals,,1,,Alcohol (Ethanol),400C,,10/4/68,,Indian Ocean,,,Mozambique,,,,"Beira, 50 Mile SE",-20.5,35.72,,IIOE - International Indian Ocean Expedition,Anton Bruun R/V,8,,,62.00,,,,,,,412580,,,,,,,,1/15/17 18:11,http://n2t.net/ark:/65665/3d761eb3d-e43e-43d4-9438-02cbc021d8c5
USNM 1094054,Specimen/Lot,Acanthogorgia sp.,Acanthogorgiidae,Cnidaria,Anthozoa,Gorgonacea,"Cairns, Stephen D., Smithsonian Institution, National Museum of Natural History",2006,Acanthogorgia sp. : Acanthogorgiidae : Gorgonacea : Anthozoa : Cnidaria,,,,,"Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Acanthogorgiidae",Octocorals,,1,,Dry,,"Boutillier, J. A.",9/6/08,,North Pacific Ocean,,,Canada,British Columbia,,,on continental slope off British Columbia,52.0797,-131.53,,,,,,,1523.00,,,,Tow 27,,,2036549,,,,,,,,1/15/17 18:11,http://n2t.net/ark:/65665/314236258-f543-4133-bf68-7556bf97bb82
USNM 1099457,Specimen/Lot,Acanthogorgia sp.,Acanthogorgiidae,Cnidaria,Anthozoa,Gorgonacea,"Cairns, Stephen D., Smithsonian Institution, National Museum of Natural History",11-Jan,Acanthogorgia sp. : Acanthogorgiidae : Gorgonacea : Anthozoa : Cnidaria,,,,,"Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Acanthogorgiidae",Octocorals,Polar antarctic collection,1,,Alcohol (Ethanol),51,"Mah, C.",6/6/10,,Antarctic Ocean,,,Antarctica,,,,Biscoe Islands,-66.5347,-67.6352,,,Lawrence M. Gould R/V,LMG06-05,,,213.00,,,,,,,2042671,,,,,,,,1/15/17 18:11,http://n2t.net/ark:/65665/3fa2f241b-4c8e-4483-8d49-da2136c7dda8
USNM 1104692,Specimen/Lot,Acanthogorgia sp.,Acanthogorgiidae,Cnidaria,Anthozoa,Gorgonacea,"van Ofwegen, Leen P.",14-Oct-85,Acanthogorgia sp. : Acanthogorgiidae : Gorgonacea : Anthozoa : Cnidaria,,,,,"Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Acanthogorgiidae",Octocorals,,2,,Alcohol (Ethanol),371F,,8/19/68,,Indian Ocean,,,Mozambique,,,,"Quissico, 40 Mile E",-24.77,35.3,,IIOE - International Indian Ocean Expedition - International Indian Ocean Expedition,Anton Bruun R/V,7,,,110.00,,,,,,,412580,,,,,,,,12/16/19 22:02,http://n2t.net/ark:/65665/30aa462e6-7878-4edd-9501-1730f33230c1
USNM 1104694,Specimen/Lot,Acanthogorgia sp.,Acanthogorgiidae,Cnidaria,Anthozoa,Gorgonacea,"Coffer, Timothy E., Smithsonian Institution, National Museum of Natural History",25-Jul-11,Acanthogorgia sp. : Acanthogorgiidae : Gorgonacea : Anthozoa : Cnidaria,,,,,"Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Acanthogorgiidae",Octocorals,,1,,Alcohol (Ethanol),371D,,8/19/68,Trawl - Agassiz,Indian Ocean,,,Mozambique,,,,"Mozambique Channel, South of Inhambane",-24.77,35.33,,IIOE - International Indian Ocean Expedition,Anton Bruun R/V,7,,,165.00,,,,,,,412580,,,,,,,,1/15/17 18:11,http://n2t.net/ark:/65665/320615ef2-c7a0-466d-86b4-eb3b04ad40eb
USNM 1114521,Specimen/Lot,Acanthogorgia sp.,Acanthogorgiidae,Cnidaria,Anthozoa,Gorgonacea,"Cairns, Stephen D., Smithsonian Institution, National Museum of Natural History",,Acanthogorgia sp. : Acanthogorgiidae : Gorgonacea : Anthozoa : Cnidaria,,,,,"Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Acanthogorgiidae",Octocorals,,1,,Dry,703,Dunbar,11/12/11,,North Pacific Ocean,,,United States,Hawaii,,,"Nihoa, west of",23.1372,-163.136,,,Pisces V DSR/V,,,,527.00,,,,,,,2046258,,,,,,,,1/15/17 18:11,http://n2t.net/ark:/65665/3b0b31db4-e95a-4d52-b264-023f61da504b
USNM 1116816,Specimen/Lot,Acanthogorgia sp.,Acanthogorgiidae,Cnidaria,Anthozoa,Gorgonacea,"Cairns, Stephen D., Smithsonian Institution, National Museum of Natural History",,Acanthogorgia sp. : Acanthogorgiidae : Gorgonacea : Anthozoa : Cnidaria,,,,,"Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Acanthogorgiidae",Octocorals,,1,,Alcohol (Ethanol),698,,11/11/11,,North Pacific Ocean,,,United States,Hawaii,,,Brooks Banks,23.97,-166.73,,,Pisces V DSR/V,,,,591.00,,,,,,specimen number : P5-698; DNA Specimen Number : 07-0020,2046258,,,,,,,,1/15/17 18:11,http://n2t.net/ark:/65665/3bd722fc5-c927-4a74-98cc-e90c77f68303
USNM 1116817,Specimen/Lot,Acanthogorgia sp.,Acanthogorgiidae,Cnidaria,Anthozoa,Gorgonacea,"Cairns, Stephen D., Smithsonian Institution, National Museum of Natural History",,Acanthogorgia sp. : Acanthogorgiidae : Gorgonacea : Anthozoa : Cnidaria,,,,,"Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Acanthogorgiidae",Octocorals,,1,,Alcohol (Ethanol),Pisces 5-701,,11/15/11,,North Pacific Ocean,,,United States,Hawaii,,,,24.3697,-166.054,,,Pisces V DSR/V,,,,1339.00,,,,,,specimen number : P5-701-2; DNA Specimen Number : 07-0022,2046258,,,,,,,,1/15/17 18:11,http://n2t.net/ark:/65665/3660576c6-8e49-4874-b9b9-d9ad93f07194
USNM 1116819,Specimen/Lot,Acanthogorgia sp.,Acanthogorgiidae,Cnidaria,Anthozoa,Gorgonacea,"Cairns, Stephen D., Smithsonian Institution, National Museum of Natural History",,Acanthogorgia sp. : Acanthogorgiidae : Gorgonacea : Anthozoa : Cnidaria,,,,,"Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Acanthogorgiidae",Octocorals,,1,,Alcohol (Ethanol),703-9A,,11/18/11,,North Pacific Ocean,,,United States,Hawaii,,,,23.1378,-163.136,,,Pisces V DSR/V,,,,527.00,,,,,,specimen number : P5-703-9A; DNA Specimen Number : 07-0028,2046258,,,,,,,,1/15/17 18:11,http://n2t.net/ark:/65665/32c4c766c-1b35-4c29-9e90-708f55d9f9c4
USNM 1121532,Specimen/Lot,Acanthogorgia sp.,Acanthogorgiidae,Cnidaria,Anthozoa,Gorgonacea,"Coffer, Timothy E., Smithsonian Institution, National Museum of Natural History",9-Dec-12,Acanthogorgia sp. : Acanthogorgiidae : Gorgonacea : Anthozoa : Cnidaria,,,,,"Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Acanthogorgiidae",Octocorals,USAP project; Polar antarctic collection,1 ca.,,Alcohol (Ethanol),1283,Lamont-Doherty Geological Observatory,8/18/69,Net - Plankton,Antarctic Ocean,,,,,,,,-62.02,-139.97,,USAP,Eltanin R/V,19,,,1000.00,,,,USARP/EL/19/1283/LGO,,,372336,,,,,,,,1/15/17 18:11,http://n2t.net/ark:/65665/3ce6e000c-aa4d-4e21-a142-6d28c57ccc2b
USNM 1148064,Specimen/Lot,Acanthogorgia sp.,Acanthogorgiidae,Cnidaria,Anthozoa,Gorgonacea,"Cairns, Stephen D., Smithsonian Institution, National Museum of Natural History",2010,Acanthogorgia sp. : Acanthogorgiidae : Gorgonacea : Anthozoa : Cnidaria,,,,,"Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Acanthogorgiidae",Octocorals,,1,,Alcohol (Ethanol),,,6/30/14,,North Pacific Ocean,,,United States,California,,,Channel Islands,,,,Deep Sea Corals and Benthic Habitat Surveys In and Around Channel Islands National Marine Sanctuary,McArthur II R/V,,,,357.00,,,,,,,2055284,,,,,,,,1/15/17 18:11,http://n2t.net/ark:/65665/32a014704-b89c-4a03-8046-98c7a050085e
USNM 1148070,Specimen/Lot,Acanthogorgia sp.,Acanthogorgiidae,Cnidaria,Anthozoa,Gorgonacea,"Cairns, Stephen D., Smithsonian Institution, National Museum of Natural History",2010,Acanthogorgia sp. : Acanthogorgiidae : Gorgonacea : Anthozoa : Cnidaria,,,,,"Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Acanthogorgiidae",Octocorals,,1,,Alcohol (Ethanol),,,6/28/14,,North Pacific Ocean,,,United States,California,,,"Channel Islands, South East of Santa Cruz Island",33.9192,-119.471,,Deep Sea Corals and Benthic Habitat Surveys In and Around Channel Islands National Marine Sanctuary,McArthur II R/V,,,,320.00,,,,,,,2055284,,,,,,,,1/15/17 18:11,http://n2t.net/ark:/65665/3f06f6b60-a60e-48cb-b89a-5900020e1fc0
USNM 1148080,Specimen/Lot,Acanthogorgia sp.,Acanthogorgiidae,Cnidaria,Anthozoa,Gorgonacea,"Cairns, Stephen D., Smithsonian Institution, National Museum of Natural History",2010,Acanthogorgia sp. : Acanthogorgiidae : Gorgonacea : Anthozoa : Cnidaria,,,,,"Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Acanthogorgiidae",Octocorals,,1,,Dry,,,10/9/14,,North Pacific Ocean,,,United States,California,,,"Channel Islands, South East of Santa Cruz Island",33.5626,-119.022,,,McArthur II R/V,,,,,,,,,,,2055284,,,,,,,,1/15/17 18:11,http://n2t.net/ark:/65665/39ce8bc41-a1ee-4d09-989e-70437d0ce642
USNM 1187889,Specimen/Lot,Acanthogorgia sp.,Acanthogorgiidae,Cnidaria,Anthozoa,Gorgonacea,"Cairns, Stephen D., (IZ), Smithsonian Institution - National Museum of Natural History (UNITED STATES)",16-Jul,Acanthogorgia sp. : Acanthogorgiidae : Gorgonacea : Anthozoa : Cnidaria,,,,,"Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Acanthogorgiidae",Octocorals,,1,,Dry,,"Brooks, A.; Sulak, K. J.",,,North Atlantic Ocean,Gulf of Mexico,,United States,Florida,,,Coral Trees Reef,29.5018,-86.1473,,,,,,,82.00,,,,18,,,2035426,,,,,,,,1/15/17 18:11,http://n2t.net/ark:/65665/3c72875d5-c410-46ce-8fc6-bdebb3c8c1c6
USNM 1197400,Specimen/Lot,Acanthogorgia sp.,Acanthogorgiidae,Cnidaria,Anthozoa,Gorgonacea,"Bayer, Frederick M., Smithsonian Institution, National Museum of Natural History",1-Apr-63,Acanthogorgia sp. : Acanthogorgiidae : Gorgonacea : Anthozoa : Cnidaria,,,,,"Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Acanthogorgiidae",Octocorals,,1,,Alcohol (Ethanol),NAD 9-X,"Day, J.",4/24/62,,Indian Ocean,,,South Africa,,,,North of Port St. Johns,-29.77,31.28,,University of Cape Town Ecological Survey,,,,,130.00,,,,,,,223961,,,,,,,,2/9/17 22:08,http://n2t.net/ark:/65665/3673ab2fe-c472-4450-b483-32b9ce4e83d9
USNM 1200182,Specimen/Lot,Acanthogorgia sp.,Acanthogorgiidae,Cnidaria,Anthozoa,Gorgonacea,"Coffer, Timothy E., Smithsonian Institution, National Museum of Natural History",16-Feb-17,Acanthogorgia sp. : Acanthogorgiidae : Gorgonacea : Anthozoa : Cnidaria,,,,,"Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Acanthogorgiidae",Octocorals,,3,,Alcohol (Ethanol),,"Gooding, R. U.",12/19/68,Trawl - Gulf Shrimp,Indian Ocean,,,Somalia,,,,Off NE Coast Of Somalia,11.87,51.23,,IIOE - International Indian Ocean Expedition,,9,,,70.00,,,,RU-468,,,412580,,,,,,,,5/10/17 19:34,http://n2t.net/ark:/65665/3c6eed825-4742-4c78-955a-20ace32e3aa4
USNM 1200213,Specimen/Lot,Acanthogorgia sp.,Acanthogorgiidae,Cnidaria,Anthozoa,Gorgonacea,"Coffer, Timothy E., Smithsonian Institution, National Museum of Natural History",20-Feb-17,Acanthogorgia sp. : Acanthogorgiidae : Gorgonacea : Anthozoa : Cnidaria,,,,,"Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Acanthogorgiidae",Octocorals,,5,,Alcohol (Ethanol),463,,12/18/68,Trawl,Indian Ocean,,,Somalia,,,,off northeast coast of Somalia and south of Socotra Island,11.4,51.58,,IIOE - International Indian Ocean Expedition,Anton Bruun R/V,9,,,175.00,,,,,,,395425,,,,,,,,12/10/19 18:32,http://n2t.net/ark:/65665/3d70651f0-1b84-4aa3-b192-1d151646ef85
USNM 1221633,Specimen/Lot,Acanthogorgia sp.,Acanthogorgiidae,Cnidaria,Anthozoa,Gorgonacea,,,Acanthogorgia sp. : Acanthogorgiidae : Gorgonacea : Anthozoa : Cnidaria,,,,,"Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Acanthogorgiidae",Octocorals,,1,,Alcohol (Ethanol),RFB 1980,"Bolland, R. F.",9/4/92,Scuba - Hand,North Pacific Ocean,,,Japan,Okinawa,,,"Ryukyu Islands, Okinawa Island, Horseshoe Cliffs, 1 Km WNW of Onna Village",26.5,127.848,,,,,,,67.00,,,,BOLLAND/RFB 1980,,,381691,,,,,,,,9/28/17 15:34,http://n2t.net/ark:/65665/3650b833b-8b8f-43d4-aec8-43fac631cbce
USNM 1221640,Specimen/Lot,Acanthogorgia sp.,Acanthogorgiidae,Cnidaria,Anthozoa,Gorgonacea,,,Acanthogorgia sp. : Acanthogorgiidae : Gorgonacea : Anthozoa : Cnidaria,,,,,"Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Acanthogorgiidae",Octocorals,,1,,Alcohol (Ethanol),,"Muzik, K.",,,South Pacific Ocean,,,Fiji,,,,Viti Levu Island,,,,,,,,,,,,,,,,323151,,,,,,,,5/11/20 17:40,http://n2t.net/ark:/65665/329372a37-3be0-4b93-ac66-02b0fc5f9105
USNM 1221644,Specimen/Lot,Acanthogorgia sp.,Acanthogorgiidae,Cnidaria,Anthozoa,Gorgonacea,,,Acanthogorgia sp. : Acanthogorgiidae : Gorgonacea : Anthozoa : Cnidaria,,,,,"Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Acanthogorgiidae",Octocorals,,1,,Alcohol (Ethanol),M-77,"Hendler, G.",7/1/83,Hand,South Pacific Ocean,,,Indonesia,,,,"Schouten Islands, Biak Island",-0.8367,135.502,,SIPHILEXP - Smithsonian Philippines Expedition,Alpha Helix R/V,,,,15.00,,,,,,,412580,,,,,,,,9/28/17 17:46,http://n2t.net/ark:/65665/3563a3c76-4b9a-45c0-bc3a-6ea4683c2c34
USNM 1221647,Specimen/Lot,Acanthogorgia sp.,Acanthogorgiidae,Cnidaria,Anthozoa,Gorgonacea,,,Acanthogorgia sp. : Acanthogorgiidae : Gorgonacea : Anthozoa : Cnidaria,,,,,"Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Acanthogorgiidae",Octocorals,,1,,Alcohol (Ethanol),O,"Birkeland, C. E.",5/13/81,,North Pacific Ocean,,,Guam,,,,"Achae Point, northwest coast of Guam",,,,,,,,,41.00,,,,,,,328174,,,,,,,,9/28/17 17:57,http://n2t.net/ark:/65665/30b167ca9-c364-421a-9506-4077c8708957
USNM 1225993,Specimen/Lot,Acanthogorgia sp.,Acanthogorgiidae,Cnidaria,Anthozoa,Gorgonacea,,,Acanthogorgia sp. : Acanthogorgiidae : Gorgonacea : Anthozoa : Cnidaria,,,,,"Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Acanthogorgiidae",Octocorals,,1,,Dry,5356,United States Fish Commission,1/6/13,"Trawl - McCormick, 6 ft",North Pacific Ocean,,,Philippines,Palawan,,,"Palawan Island, North Balabac Strait, Bugsuk Island",8.1111,117.312,,Philippines Expedition,Albatross R/V,,,,106.00,,,,USFC/A5356,,,67302,,,,,,,,8/5/19 21:19,http://n2t.net/ark:/65665/305668071-032b-4c7f-b08b-961d02cbc5a1
USNM 1225994,Specimen/Lot,Acanthogorgia sp.,Acanthogorgiidae,Cnidaria,Anthozoa,Gorgonacea,,,Acanthogorgia sp. : Acanthogorgiidae : Gorgonacea : Anthozoa : Cnidaria,,,,,"Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Acanthogorgiidae",Octocorals,,1,,Dry,WF 3,"Muzik, K.",6/2/76,,South Pacific Ocean,,,Fiji,,,,"Viti Levu, Ocean Reef North Of Nananu-I-Ra",-17.3,178.22,,,,,,,6.00,,,,,,,,,,,,,,,10/1/20 15:17,http://n2t.net/ark:/65665/357fda3c2-4a04-4972-b46d-6ae9fde0b6e6
USNM 1225995,Specimen/Lot,Acanthogorgia sp.,Acanthogorgiidae,Cnidaria,Anthozoa,Gorgonacea,,,Acanthogorgia sp. : Acanthogorgiidae : Gorgonacea : Anthozoa : Cnidaria,,,,,"Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Acanthogorgiidae",Octocorals,,1,,Dry,WF 40,"Muzik, K.",6/2/76,,South Pacific Ocean,,,Fiji,,,,"Viti Levu, Ocean Reef North Of Nananu-I-Ra, undersea passage channel",-17.3,178.22,,,,,,,9.00,,,,,,,,,,,,,,,10/1/20 15:17,http://n2t.net/ark:/65665/3a1e4064e-1f88-4ceb-b30a-f03a7db9de4e
USNM 1230163,Specimen/Lot,Acanthogorgia sp.,Acanthogorgiidae,Cnidaria,Anthozoa,Gorgonacea,,,Acanthogorgia sp. : Acanthogorgiidae : Gorgonacea : Anthozoa : Cnidaria,,,,,"Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Acanthogorgiidae",Octocorals,,1,,Dry,,"Sisselaar, J.",5/9/09,,South Pacific Ocean,,,Indonesia,Irian Jaya,,,"Ned. New Guinea, Biak Island, Sorido Village, reef at",,,,,,,,,,,,,,,,,,,,,,,,11/22/17 20:04,http://n2t.net/ark:/65665/3a9fc63aa-5f6a-40cc-992d-8397bd468505
USNM 1232680,Specimen/Lot,Acanthogorgia sp.,Acanthogorgiidae,Cnidaria,Anthozoa,Gorgonacea,"Coffer, Timothy E., (IZ), Smithsonian Institution - National Museum of Natural History (UNITED STATES)",,Acanthogorgia sp. : Acanthogorgiidae : Gorgonacea : Anthozoa : Cnidaria,,,,,"Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Acanthogorgiidae",Octocorals,,2,,Dry,RFB 0963,"Bolland, R. F.",11/13/85,Scuba - Hand,North Pacific Ocean,,,Japan,Okinawa,,,"Ryukyu Islands, Okinawa Island, Horseshoe Cliffs, 1 Km WNW of Onna Village",26.5,127.848,,,,,,,73.00,,,,BOLLAND/RFB 0963,,,,,,,,,,,3/21/18 15:38,http://n2t.net/ark:/65665/3b5dcd2c5-99f9-4203-89f5-280aeb1accb0
USNM 1232712,Specimen/Lot,Acanthogorgia sp.,Acanthogorgiidae,Cnidaria,Anthozoa,Gorgonacea,"Coffer, Timothy E., (IZ), Smithsonian Institution - National Museum of Natural History (UNITED STATES)",,Acanthogorgia sp. : Acanthogorgiidae : Gorgonacea : Anthozoa : Cnidaria,,,,,"Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Acanthogorgiidae",Octocorals,,1,,Dry,RFB 0978,"Bolland, R. F.",12/6/85,Scuba - Hand,North Pacific Ocean,,,Japan,Okinawa,,,"Ryukyu Islands, Okinawa Island, Horseshoe Cliffs, 1 Km WNW of Onna Village",26.5,127.848,,,,,,,73.00,,,,BOLLAND/RFB 0978,,,381691,,,,,,,,3/21/18 15:38,http://n2t.net/ark:/65665/3593edf25-849b-4654-8ccc-64920af9f6db
USNM 1232714,Specimen/Lot,Acanthogorgia sp.,Acanthogorgiidae,Cnidaria,Anthozoa,Gorgonacea,"Coffer, Timothy E., (IZ), Smithsonian Institution - National Museum of Natural History (UNITED STATES)",,Acanthogorgia sp. : Acanthogorgiidae : Gorgonacea : Anthozoa : Cnidaria,,,,,"Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Acanthogorgiidae",Octocorals,,1,,Dry,RFB 0976,"Bolland, R. F.",11/27/85,Scuba - Hand,North Pacific Ocean,,,Japan,Okinawa,,,"Ryukyu Islands, Okinawa Island, Horseshoe Cliffs, 1 Km WNW of Onna Village",26.5,127.848,,,,,,,61.00,,,,BOLLAND/RFB 0976,,,381691,,,,,,,,3/21/18 15:38,http://n2t.net/ark:/65665/3de2908bf-34b4-4951-96b0-9bddd7608ab7
USNM 1232715,Specimen/Lot,Acanthogorgia sp.,Acanthogorgiidae,Cnidaria,Anthozoa,Gorgonacea,"Coffer, Timothy E., (IZ), Smithsonian Institution - National Museum of Natural History (UNITED STATES)",,Acanthogorgia sp. : Acanthogorgiidae : Gorgonacea : Anthozoa : Cnidaria,,,,,"Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Acanthogorgiidae",Octocorals,,1,,Dry,RFB 0969,"Bolland, R. F.",11/22/85,Scuba - Hand,North Pacific Ocean,,,Japan,Okinawa,,,"Ryukyu Islands, Okinawa Island, Horseshoe Cliffs, 1 Km WNW of Onna Village",26.5,127.848,,,,,,,73.00,,,,BOLLAND/RFB 0969,,,381691,,,,,,,,3/21/18 15:38,http://n2t.net/ark:/65665/3aa071ed3-a884-4a80-a3dd-e070d8d649ea
USNM 1232716,Specimen/Lot,Acanthogorgia sp.,Acanthogorgiidae,Cnidaria,Anthozoa,Gorgonacea,"Coffer, Timothy E., (IZ), Smithsonian Institution - National Museum of Natural History (UNITED STATES)",,Acanthogorgia sp. : Acanthogorgiidae : Gorgonacea : Anthozoa : Cnidaria,,,,,"Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Acanthogorgiidae",Octocorals,,1,,Dry,RFB 0969,"Bolland, R. F.",11/22/85,Scuba - Hand,North Pacific Ocean,,,Japan,Okinawa,,,"Ryukyu Islands, Okinawa Island, Horseshoe Cliffs, 1 Km WNW of Onna Village",26.5,127.848,,,,,,,73.00,,,,BOLLAND/RFB 0969,,,381691,,,,,,,,3/21/18 15:38,http://n2t.net/ark:/65665/3bbf1ce8c-b891-4d5a-9278-50085ae90243
USNM 1232717,Specimen/Lot,Acanthogorgia sp.,Acanthogorgiidae,Cnidaria,Anthozoa,Gorgonacea,"Coffer, Timothy E., (IZ), Smithsonian Institution - National Museum of Natural History (UNITED STATES)",,Acanthogorgia sp. : Acanthogorgiidae : Gorgonacea : Anthozoa : Cnidaria,,,,,"Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Acanthogorgiidae",Octocorals,,1,,Dry,RFB 0975,"Bolland, R. F.",11/27/85,Scuba - Hand,North Pacific Ocean,,,Japan,Okinawa,,,"Ryukyu Islands, Okinawa Island, Horseshoe Cliffs, 1 Km WNW of Onna Village",26.5,127.848,,,,,,,79.00,,,,BOLLAND/RFB 0975,,,381691,,,,,,,,3/21/18 15:38,http://n2t.net/ark:/65665/3a8150175-58e0-4aa8-853b-9849ce271156
USNM 1232718,Specimen/Lot,Acanthogorgia sp.,Acanthogorgiidae,Cnidaria,Anthozoa,Gorgonacea,"Coffer, Timothy E., (IZ), Smithsonian Institution - National Museum of Natural History (UNITED STATES)",,Acanthogorgia sp. : Acanthogorgiidae : Gorgonacea : Anthozoa : Cnidaria,,,,,"Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Acanthogorgiidae",Octocorals,,1,,Dry,RFB 0975,"Bolland, R. F.",11/27/85,Scuba - Hand,North Pacific Ocean,,,Japan,Okinawa,,,"Ryukyu Islands, Okinawa Island, Horseshoe Cliffs, 1 Km WNW of Onna Village",26.5,127.848,,,,,,,79.00,,,,BOLLAND/RFB 0975,,,381691,,,,,,,,3/21/18 15:38,http://n2t.net/ark:/65665/3cedfc972-3bce-4c18-adcb-1a3b9262e309
USNM 1232738,Specimen/Lot,Acanthogorgia sp.,Acanthogorgiidae,Cnidaria,Anthozoa,Gorgonacea,"Coffer, Timothy E., (IZ), Smithsonian Institution - National Museum of Natural History (UNITED STATES)",,Acanthogorgia sp. : Acanthogorgiidae : Gorgonacea : Anthozoa : Cnidaria,,,,,"Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Acanthogorgiidae",Octocorals,,1,,Dry,RFB 0979,"Bolland, R. F.",12/6/85,Scuba - Hand,North Pacific Ocean,,,Japan,Okinawa,,,"Ryukyu Islands, Okinawa Island, Horseshoe Cliffs, 1 Km WNW of Onna Village",26.5,127.848,,,,,,,61.00,,,,BOLLAND/RFB 0979,,,,,,,,,,,3/21/18 15:38,http://n2t.net/ark:/65665/35a362df8-384f-40d5-a9a5-9ddbbdb02b37
USNM 1232739,Specimen/Lot,Acanthogorgia sp.,Acanthogorgiidae,Cnidaria,Anthozoa,Gorgonacea,"Coffer, Timothy E., (IZ), Smithsonian Institution - National Museum of Natural History (UNITED STATES)",,Acanthogorgia sp. : Acanthogorgiidae : Gorgonacea : Anthozoa : Cnidaria,,,,,"Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Acanthogorgiidae",Octocorals,,1,,Dry,RFB 0969,"Bolland, R. F.",11/22/85,Scuba - Hand,North Pacific Ocean,,,Japan,Okinawa,,,"Ryukyu Islands, Okinawa Island, Horseshoe Cliffs, 1 Km WNW of Onna Village",26.5,127.848,,,,,,,73.00,,,,BOLLAND/RFB 0969,,,,,,,,,,,3/21/18 15:38,http://n2t.net/ark:/65665/332ffe9cb-ecc8-49e9-bea9-4fd88bd0b537
