"﻿Catalog_Number"	"Kind_of_Object"	"Scientific_Name"	"Family"	"Phylum"	"Class"	"Order"	"Identified_By"	"Date_Identified"	"Current_Identification"	"Other_Identifications"	"Type_Status"	"Type_Citations"	"Kind_of_Voucher"	"Classification"	"Common_Name"	"Collection_Name"	"Specimen_Count"	"Sex_and_Stage"	"Preparation"	"Station_Number"	"Collector(s)"	"Date_Collected"	"Collection_Method"	"Ocean"	"Sea/Gulf"	"Bay/Sound"	"Country"	"Province/State"	"District/County"	"City/Town"	"Precise_Locality"	"Centroid_Latitude"	"Centroid_Longitude"	"Elevation_(m)"	"Expedition_Name"	"Vessel"	"Cruise"	"River_Basin"	"Microhabitat_Description"	"Depth_(m)"	"Depth_Notes"	"Geologic_Age"	"Notes"	"Field_Number(s)"	"GenBank_Numbers"	"Other_Numbers_(Type:Value)"	"Accession_Number"	"Genetic_Sample_Type"	"Biorepository_Number"	"Specimen_Voucher_Number"	"Bold_ID"	"Preservation_Method"	"Embargo?"	"Depleted?"	"Record_Last_Modified"	"EZID"
"USNM 43091"	NA	"Versluysia dentata Nutting, 1910"	"Acanthogorgiidae"	"Cnidaria"	"Anthozoa"	"Gorgonacea"	"Nutting, C. C."	NA	"Versluysia dentata Nutting, 1910 : Acanthogorgiidae : Gorgonacea : Anthozoa : Cnidaria"	NA	"Syntype"	"Nutting. 1910. Siboga Exped. 13 (part b3): 38,39, pl. 6, fig. 3,3a, pl. 20, fig. 2."	"Schizotype"	"Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Acanthogorgiidae"	"Octocorals"	NA	"1"	NA	"Alcohol (Ethanol)"	"166"	NA	NA	NA	"South Pacific Ocean"	"Ceram Sea"	NA	"Indonesia"	"Moluccas"	NA	NA	"Ceram Island, NE Of Bula"	-2.475	131.055	NA	"Siboga Expedition"	"Siboga R/V"	NA	NA	NA	118	NA	NA	NA	NA	NA	NA	131487	NA	NA	NA	NA	NA	NA	NA	"1/15/17 18:07"	"http://n2t.net/ark:/65665/3f0007149-0b02-4640-b494-1e53be491aec"
"USNM 30118"	NA	"Versluysia ramosa (Thomson & Henderson, 1905)"	"Acanthogorgiidae"	"Cnidaria"	"Anthozoa"	"Gorgonacea"	"Nutting, C. C."	NA	"Versluysia ramosa (Thomson & Henderson, 1905) : Acanthogorgiidae : Gorgonacea : Anthozoa : Cnidaria"	NA	NA	NA	NA	"Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Acanthogorgiidae"	"Octocorals"	NA	"1"	NA	"Alcohol (Ethanol)"	"4893"	"United States Fish Commission"	2008-10-10	"tangle swabs"	"North Pacific Ocean"	"East China Sea"	NA	"Japan"	NA	NA	NA	"Goto Islands, Fukue Island, South of"	32.5333	128.547	NA	"Northwestern Pacific Expedition"	"Albatross R/V"	NA	NA	NA	194	NA	NA	NA	"USFC/A4893"	NA	NA	51381	NA	NA	NA	NA	NA	NA	NA	"7/1/19 15:10"	"http://n2t.net/ark:/65665/3dbac48eb-1bd8-49b5-9323-ad7c19540314"
"USNM 91920"	NA	"Versluysia rosea Nutting, 1910"	"Acanthogorgiidae"	"Cnidaria"	"Anthozoa"	"Gorgonacea"	"Nutting, C. C."	NA	"Versluysia rosea Nutting, 1910 : Acanthogorgiidae : Gorgonacea : Anthozoa : Cnidaria"	NA	"Syntype"	"Siboga Expeditie. 13(part 3b): 37-38."	"Schizotype"	"Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Acanthogorgiidae"	"Octocorals"	NA	"1"	NA	"Alcohol (Ethanol)"	"204"	NA	NA	NA	"South Pacific Ocean"	NA	NA	"Indonesia"	"Sulawesi"	NA	NA	"Greater Sunda Islands, Celebes Island, Wowoni Strait, Entrance To Strait, Between Wowoni And Butung Islands"	-4.33	122.97	NA	"Siboga Expedition"	"Siboga R/V"	NA	NA	NA	94	NA	NA	NA	NA	NA	NA	392622	NA	NA	NA	NA	NA	NA	NA	"10/21/18 13:28"	"http://n2t.net/ark:/65665/3f4f4dae4-d7e9-4e57-ac6d-e9fcb872225f"
"USNM 75582"	NA	"Versluysia sp."	"Acanthogorgiidae"	"Cnidaria"	"Anthozoa"	"Gorgonacea"	"Muzik, Katherine, (UNITED STATES)"	NA	"Versluysia sp. : Acanthogorgiidae : Gorgonacea : Anthozoa : Cnidaria"	NA	NA	NA	NA	"Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Acanthogorgiidae"	"Octocorals"	NA	"1 ca."	NA	"Alcohol (Ethanol)"	NA	"Ts"	NA	NA	"North Pacific Ocean"	NA	NA	"Japan"	"Okinawa"	NA	NA	"Ryukyu Islands, Okinawa Island, Iejima"	26.72	127.75	NA	NA	NA	NA	NA	NA	330	NA	NA	NA	NA	NA	"Original Number : OK0252TS"	350091	NA	NA	NA	NA	NA	NA	NA	"5/11/20 17:32"	"http://n2t.net/ark:/65665/3ffc21694-03fa-402a-9e16-f44c3c0fe689"
"USNM 75911"	NA	"Versluysia sp."	"Acanthogorgiidae"	"Cnidaria"	"Anthozoa"	"Gorgonacea"	"Muzik, Katherine, (UNITED STATES)"	NA	"Versluysia sp. : Acanthogorgiidae : Gorgonacea : Anthozoa : Cnidaria"	NA	NA	NA	NA	"Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Acanthogorgiidae"	"Octocorals"	NA	"1 ca."	NA	"Dry"	NA	"Ts"	NA	NA	"North Pacific Ocean"	NA	NA	"Japan"	"Okinawa"	NA	NA	"Ryukyu Islands, Okinawa Island"	26.75	127.83	NA	NA	NA	NA	NA	NA	250	NA	NA	NA	NA	NA	"Original Number : OK0249TS"	350091	NA	NA	NA	NA	NA	NA	NA	"5/11/20 17:33"	"http://n2t.net/ark:/65665/394682f5d-37d9-4f91-8398-589907453b2a"
"USNM 87587"	NA	"Versluysia sp."	"Acanthogorgiidae"	"Cnidaria"	"Anthozoa"	"Gorgonacea"	"Bayer, Frederick M., Smithsonian Institution, National Museum of Natural History"	"Jun-94"	"Versluysia sp. : Acanthogorgiidae : Gorgonacea : Anthozoa : Cnidaria"	NA	NA	NA	NA	"Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Acanthogorgiidae"	"Octocorals"	NA	"1"	NA	"Dry"	"RFB 1129"	"Bolland, R. F."	NA	"Scuba - Hand"	"North Pacific Ocean"	NA	NA	"Japan"	"Okinawa"	NA	NA	"Ryukyu Islands, Okinawa Island, Horseshoe Cliffs, 1 Km WNW of Onna Village"	26.5	127.848	NA	NA	NA	NA	NA	NA	61	NA	NA	NA	"BOLLAND/RFB 1129"	NA	NA	381691	NA	NA	NA	NA	NA	NA	NA	"10/21/18 13:03"	"http://n2t.net/ark:/65665/34469d05d-4b9e-4e8e-ad7b-b90f09643c2d"
"USNM 87588"	NA	"Versluysia sp."	"Acanthogorgiidae"	"Cnidaria"	"Anthozoa"	"Gorgonacea"	"Bayer, Frederick M., Smithsonian Institution, National Museum of Natural History"	"Jun-94"	"Versluysia sp. : Acanthogorgiidae : Gorgonacea : Anthozoa : Cnidaria"	NA	NA	NA	NA	"Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Acanthogorgiidae"	"Octocorals"	NA	"1"	NA	"Dry"	"RFB 1136"	"Bolland, R. F."	NA	"Hand"	"North Pacific Ocean"	NA	NA	"Japan"	"Okinawa"	NA	NA	"Ryukyu Islands, Okinawa Island, Horseshoe Cliffs, 1 Km WNW of Onna Village"	26.5	127.848	NA	NA	NA	NA	NA	NA	64	NA	NA	NA	"BOLLAND/RFB 1136"	NA	NA	381691	NA	NA	NA	NA	NA	NA	NA	"10/21/18 13:03"	"http://n2t.net/ark:/65665/39c054f2f-a52c-4146-9760-9e9b7a21ecab"
"USNM 87589"	NA	"Versluysia sp."	"Acanthogorgiidae"	"Cnidaria"	"Anthozoa"	"Gorgonacea"	"Bayer, Frederick M., Smithsonian Institution, National Museum of Natural History"	"Jun-94"	"Versluysia sp. : Acanthogorgiidae : Gorgonacea : Anthozoa : Cnidaria"	NA	NA	NA	NA	"Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Acanthogorgiidae"	"Octocorals"	NA	"1 ca."	NA	"Dry"	"RFB 1147"	"Bolland, R. F."	NA	"Hand"	"North Pacific Ocean"	NA	NA	"Japan"	"Okinawa"	NA	NA	"Ryukyu Islands, Okinawa Island, Horseshoe Cliffs, 1 Km WNW of Onna Village"	26.5	127.848	NA	NA	NA	NA	NA	NA	67	NA	NA	NA	"BOLLAND/RFB 1147"	NA	NA	381691	NA	NA	NA	NA	NA	NA	NA	"10/21/18 13:03"	"http://n2t.net/ark:/65665/38e6eb2a2-c8e6-416b-908e-7861ea0dc360"
"USNM 87590"	NA	"Versluysia sp."	"Acanthogorgiidae"	"Cnidaria"	"Anthozoa"	"Gorgonacea"	"Bayer, Frederick M., Smithsonian Institution, National Museum of Natural History"	"Jun-94"	"Versluysia sp. : Acanthogorgiidae : Gorgonacea : Anthozoa : Cnidaria"	NA	NA	NA	NA	"Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Acanthogorgiidae"	"Octocorals"	NA	"1 ca."	NA	"Dry"	"RFB 1151"	"Bolland, R. F."	NA	"Hand"	"North Pacific Ocean"	NA	NA	"Japan"	"Okinawa"	NA	NA	"Ryukyu Islands, Okinawa Island, Horseshoe Cliffs, 1 Km WNW of Onna Village"	26.5	127.848	NA	NA	NA	NA	NA	NA	61	NA	NA	NA	"BOLLAND/RFB 1151"	NA	NA	381691	NA	NA	NA	NA	NA	NA	NA	"10/21/18 13:03"	"http://n2t.net/ark:/65665/39c7f2680-ea2a-4ab7-84a7-f80cd5d6e828"
"USNM 1075341"	NA	"Versluysia sp."	"Acanthogorgiidae"	"Cnidaria"	"Anthozoa"	"Gorgonacea"	"van Ofwegen, Leen P."	NA	"Versluysia sp. : Acanthogorgiidae : Gorgonacea : Anthozoa : Cnidaria"	NA	NA	NA	NA	"Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Acanthogorgiidae"	"Octocorals"	NA	"1"	NA	"Alcohol (Ethanol)"	"445"	NA	NA	"Trawl"	"Indian Ocean"	NA	NA	"Somalia"	NA	NA	NA	"SW Of Ras Binnah"	9.68	51.05	NA	"IIOE - International Indian Ocean Expedition"	"Anton Bruun R/V"	"9"	NA	NA	70	NA	NA	NA	NA	NA	NA	260812	NA	NA	NA	NA	NA	NA	NA	"1/15/17 18:11"	"http://n2t.net/ark:/65665/3919b3733-3104-42d6-a060-08a49333fe09"
"USNM 1199699"	NA	"Versluysia sp."	"Acanthogorgiidae"	"Cnidaria"	"Anthozoa"	"Gorgonacea"	"Nutting, C. C., State University Of Iowa"	NA	"Versluysia sp. : Acanthogorgiidae : Gorgonacea : Anthozoa : Cnidaria"	NA	NA	NA	NA	"Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Acanthogorgiidae"	"Octocorals"	NA	"1"	NA	"Alcohol (Ethanol)"	"51"	"Henderson, J. B."	NA	"Dredge"	"North Atlantic Ocean"	"Caribbean Sea"	NA	"Barbados"	NA	NA	NA	"Pelican Island, 0.5 Mile NW Of"	13.17	-59.53	NA	"University of Iowa Barbados - Antigua Expedition"	"Sloop Resolute"	NA	NA	NA	60	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"6/19/17 19:10"	"http://n2t.net/ark:/65665/3ee0f7bef-de74-4519-b127-a0c12fda0323"
